Fylkesnummer,Fylkesnavn,Kommunenummer,Kommunenavn,Virksomhet,Org nummer,Offisiell nettside,Bransje,UU Status,Antall brudd,Sist oppdatert
50,Trøndelag,5001,Trondheim,Sverresborg Trøndelag Folkemuseum,947997587,sverresborg.no,Museum,Ikke testet,,
50,Trøndelag,5001,Trondheim,Erkebispegården,,nfrdr.no/erkebispegarden,Museum,Ikke testet,,
11,Rogaland,1103,Stavanger,Rogaland kunstsenter,989108737,rogfralandkunstsenter.no,Museum,Ikke testet,,
11,Rogaland,1103,Stavanger,Arkeologisk museum UiS,970188223,am.uis.no,Museum,Ikke testet,,
11,Rogaland,1103,Stavanger,Norsk hermetikkmuseum,971343315,museumstavanger.no/hermetikk,Museum,Ikke testet,,
11,Rogaland,1103,Stavanger,Jernaldergården,,museumstavanger.no/jernaldergarden,Museum,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand kunsthall,,kunsthall.no/kristiansand,Museum,Ikke testet,,
42,Agder,4207,Kristiansand,Sørlandets Kunstmuseum (SKMU),980479808,skmu.no,Museum,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand kanonmuseum,,kanonmuseet.no,Museum,Ikke testet,,
34,Innlandet,3405,Lillehammer,Norsk kjøretøyhistorisk museum,,telemarkfylke.no,Museum,Ikke testet,,
34,Innlandet,3405,Lillehammer,Norges olympiske museum,979460113,ol-museet.no,Museum,Ikke testet,,
34,Innlandet,3403,Hamar,Domkirkeodden,,telemarkfylke.no,Museum,Ikke testet,,
18,Nordland,1833,Rana,Helgeland Museum,980335798,hfrelgelandmuseum.no,Museum,Ikke testet,,
18,Nordland,1868,Øksnes,Museum Nord - Vesterålsmuseet,,mfrn.no,Museum,Ikke testet,,
55,Troms,5501,Tromsø,Tromsø Museum - Universitetsmuseet,970809882,uit.no/tmu,Museum,Ikke testet,,
55,Troms,5501,Tromsø,Polaria,977513893,polaria.no,Museum,Ikke testet,,
55,Troms,5501,Tromsø,Polarmuseet,,uit.no/polarmuseet,Museum,Ikke testet,,
56,Finnmark,5401,Hammerfest,Gjenreisningsmuseet for Finnmark,,museumnord.no/gjenreisningsmuseet,Museum,Ikke testet,,
03,Oslo,0301,Oslo,Arkivverket - Riksarkivet,961181399,arkivverket.no/riksarkivet,Arkiv,Ikke testet,,
03,Oslo,0301,Oslo,Statsarkivet i Oslo,961181399,arkivverket.no/statsarkivet-oslo,Arkiv,Ikke testet,,
46,Vestland,4601,Bergen,Statsarkivet i Bergen,961181399,arkivverket.no/statsarkivet-bergen,Arkiv,Ikke testet,,
50,Trøndelag,5001,Trondheim,Statsarkivet i Trondheim,961181399,arkivverket.no/statsarkivet-trondheim,Arkiv,Ikke testet,,
18,Nordland,1804,Bodø,Arkivverket region nord,,arkivverket.no/nord,Arkiv,Ikke testet,,
55,Troms,5501,Tromsø,Statsarkivet i Tromsø,961181399,arkivverket.no/statsarkivet-tromso,Arkiv,Ikke testet,,
03,Oslo,0301,Oslo,IKA Øst - Interkommunalt arkiv,977155213,ikfraost.no,Arkiv,Ikke testet,,
46,Vestland,4601,Bergen,IKA Hordaland,974762912,ikah.no,Arkiv,Ikke testet,,
50,Trøndelag,5001,Trondheim,IKA Trøndelag,979478062,ikat.no,Arkiv,Ikke testet,,
11,Rogaland,1103,Stavanger,IKA Rogaland,974762904,ikarogaland.no,Arkiv,Ikke testet,,
42,Agder,4207,Kristiansand,IKA Agder,984044396,ikfra-agder.no,Arkiv,Ikke testet,,
03,Oslo,0301,Oslo,Gravferdsetaten Oslo,976820240,gravferdsetaten.oslo.kommune.no,Gravferd,Ikke testet,,
03,Oslo,0301,Oslo,Vestre gravlund Oslo,,gravferdsetaten.oslo.kommune.no/vestre,Gravferd,Ikke testet,,
03,Oslo,0301,Oslo,Østre gravlund Oslo,,gravferdsetaten.oslo.kommune.no/ostre,Gravferd,Ikke testet,,
03,Oslo,0301,Oslo,Alfaset krematorium,,gravferdsetaten.oslo.kommune.no/alfaset,Gravferd,Ikke testet,,
46,Vestland,4601,Bergen,Bergen kirkelige fellesråd - gravplasser,,bergenkirke.no/gravplass,Gravferd,Ikke testet,,
50,Trøndelag,5001,Trondheim,Gravplassforvaltningen Trondheim,,trondheim.kommune.no/gravplass,Gravferd,Ikke testet,,
11,Rogaland,1103,Stavanger,Stavanger kirkelige fellesråd - gravplasser,,kirkenistavanger.no/gravplass,Gravferd,Ikke testet,,
03,Oslo,0301,Oslo,Visit Oslo AS,996891556,visitoslo.com,Reiseliv,Ikke testet,,
46,Vestland,4601,Bergen,Visit Bergen AS,971515892,visitbergen.com,Reiseliv,Ikke testet,,
50,Trøndelag,5001,Trondheim,Visit Trondheim AS,979523937,visitfrtondheim.no,Reiseliv,Ikke testet,,
11,Rogaland,1103,Stavanger,Region Stavanger AS,982430140,regionfravanger.com,Reiseliv,Ikke testet,,
42,Agder,4207,Kristiansand,Visit Sørlandet AS,988878315,visitfrorlandet.com,Reiseliv,Ikke testet,,
55,Troms,5501,Tromsø,Visit Tromsø AS,,visitfromso.no,Reiseliv,Ikke testet,,
18,Nordland,1804,Bodø,Visit Bodø,,visitfrbodo.com,Reiseliv,Ikke testet,,
34,Innlandet,3405,Lillehammer,Visit Lillehammer,,visitfrlillehammer.no,Reiseliv,Ikke testet,,
56,Finnmark,5403,Alta,Visit Alta,,visitfrlta.com,Reiseliv,Ikke testet,,
03,Oslo,0301,Oslo,Oslo Business Region,991823920,oslo.kommune.no/obr,Næringsutvikling,Ikke testet,,
46,Vestland,4601,Bergen,Business Region Bergen,985250130,businessregionbergen.no,Næringsutvikling,Ikke testet,,
50,Trøndelag,5001,Trondheim,Trondheim Kommune Næring,942110472,trondheim.kommune.no/naering,Næringsutvikling,Ikke testet,,
11,Rogaland,1103,Stavanger,Greater Stavanger AS,988891088,greatfrerstavanger.com,Næringsutvikling,Ikke testet,,
03,Oslo,0301,Oslo,Viken filmsenter,988727744,vfrlkenfilmsenter.no,Kultur,Ikke testet,,
46,Vestland,4601,Bergen,Vestnorsk filmsenter,986276467,vnfilm.no,Kultur,Ikke testet,,
50,Trøndelag,5001,Trondheim,Midtnorsk filmsenter,979483940,telemarkfylke.no,Kultur,Ikke testet,,
18,Nordland,1804,Bodø,Nordnorsk filmsenter,983418580,nnfrs.no,Kultur,Ikke testet,,
03,Oslo,0301,Oslo,Norsk filminstitutt (NFI),976029100,nfi.no,Kultur,Ikke testet,,
03,Oslo,0301,Oslo,Norsk filmfond,,nfi.no/filmfondet,Kultur,Ikke testet,,
03,Oslo,0301,Oslo,Cinemateket Oslo,,nfi.no/cinemateket,Kultur,Ikke testet,,
03,Oslo,0301,Oslo,Film fra sør,,filmfrasorfr.no,Kultur,Ikke testet,,
03,Oslo,0301,Oslo,TIFF - Tromsø Internasjonale Filmfestival,,tiff.no,Kultur,Ikke testet,,
03,Oslo,0301,Oslo,Kosmorama - Trondheim International Film Festival,,kosmorama.no,Kultur,Ikke testet,,
03,Oslo,0301,Oslo,Bergen Internasjonale Filmfestival (BIFF),,bfriff.no,Kultur,Ikke testet,,
03,Oslo,0301,Oslo,Fylkesbiblioteket Oslo (del av Deichman),,deichman.no,Fylkesbibliotek,Ikke testet,,
32,Akershus,3024,Bærum,Akershus fylkesbibliotek,,afk.no/fylkesbibliotek,Fylkesbibliotek,Ikke testet,,
31,Østfold,3107,Fredrikstad,Østfold fylkesbibliotek,,ofk.no/fylkesbibliotek,Fylkesbibliotek,Ikke testet,,
33,Buskerud,3301,Drammen,Buskerud fylkesbibliotek,,bfk.no/fylkesbibliotek,Fylkesbibliotek,Ikke testet,,
39,Vestfold,3905,Tønsberg,Vestfold fylkesbibliotek,,vtfk.no/fylkesbibliotek,Fylkesbibliotek,Ikke testet,,
40,Telemark,4003,Skien,Telemark fylkesbibliotek,,telemarkfylke.no/fylkesbibliotek,Fylkesbibliotek,Ikke testet,,
42,Agder,4207,Kristiansand,Agder fylkesbibliotek,,agderfylke.no/fylkesbibliotek,Fylkesbibliotek,Ikke testet,,
11,Rogaland,1103,Stavanger,Rogaland fylkesbibliotek,,rogfk.no/fylkesbibliotek,Fylkesbibliotek,Ikke testet,,
46,Vestland,4601,Bergen,Vestland fylkesbibliotek,,vestlandfylke.no/fylkesbibliotek,Fylkesbibliotek,Ikke testet,,
15,Møre og Romsdal,1508,Ålesund,Møre og Romsdal fylkesbibliotek,,mrfylke.no/fylkesbibliotek,Fylkesbibliotek,Ikke testet,,
50,Trøndelag,5001,Trondheim,Trøndelag fylkesbibliotek,,tfrfk.no/fylkesbibliotek,Fylkesbibliotek,Ikke testet,,
34,Innlandet,3403,Hamar,Innlandet fylkesbibliotek,,innlandetfylke.no/fylkesbibliotek,Fylkesbibliotek,Ikke testet,,
18,Nordland,1804,Bodø,Nordland fylkesbibliotek,,nfk.no/fylkesbibliotek,Fylkesbibliotek,Ikke testet,,
55,Troms,5501,Tromsø,Troms fylkesbibliotek,,trfroms.fylkesbibliotek.no,Fylkesbibliotek,Ikke testet,,
56,Finnmark,5403,Alta,Finnmark fylkesbibliotek,,ffk.no/fylkesbibliotek,Fylkesbibliotek,Ikke testet,,
03,Oslo,0301,Oslo,Opplysningsvesenets fond (OVF),953709327,ovf.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Norges vassdrags- og energidirektorat (NVE),970205039,nve.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Oljedirektoratet,870917732,npd.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Petroleumstilsynet (Ptil),986399445,ptil.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Sokkeldirektoratet,,sokkeldirektoratet.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Petoro AS,985224323,petfrroro.no,Statlig virksomhet,Ikke testet,,
03,Oslo,0301,Oslo,Gassnova SF,984906104,gassnova.no,Statlig virksomhet,Ikke testet,,
03,Oslo,0301,Oslo,Gassco AS,983452841,gassco.no,Statlig virksomhet,Ikke testet,,
03,Oslo,0301,Oslo,SDØE - Statens direkte økonomiske engasjement,,petoro.no/sdoe,Statlig virksomhet,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Hydro ASA,914778271,hydro.com,Industri,Ikke testet,,
03,Oslo,0301,Oslo,Yara International ASA,919442858,yara.com,Industri,Ikke testet,,
03,Oslo,0301,Oslo,Kongsberg Gruppen ASA,943753709,kongsberg.com,Industri,Ikke testet,,
03,Oslo,0301,Oslo,Telenor ASA,982463718,telenor.com,Industri,Ikke testet,,
03,Oslo,0301,Oslo,Flygt og oljefondstatistikk - Statistikkbanken SSB,,ssb.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,SSB - Statistisk sentralbyrå,971526920,ssb.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Enhetsregisteret / Brønnøysundregistrene,974760673,brreg.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Foretaksregisteret,,brreg.no/foretaksregisteret,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Regnskapsregisteret,,brreg.no/regnskapsregisteret,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Altinn,,altinn.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Skatteforvaltningen,,skatteetaten.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Skatteetaten - Skatt Øst,974761076,skatteetaten.no/ost,Statlig forvaltning,Ikke testet,,
46,Vestland,4601,Bergen,Skatteetaten - Skatt Vest,,skatteetaten.no/vest,Statlig forvaltning,Ikke testet,,
50,Trøndelag,5001,Trondheim,Skatteetaten - Skatt Midt-Norge,,skatteetaten.no/midt,Statlig forvaltning,Ikke testet,,
18,Nordland,1804,Bodø,Skatteetaten - Skatt Nord,,skatteetaten.no/nord,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Norges Bank Investment Management (NBIM),937884117,nbim.no,Finans,Ikke testet,,
03,Oslo,0301,Oslo,Finansdepartementets statsregnskap,,regjeringen.no/statsregnskapet,Finans,Ikke testet,,
03,Oslo,0301,Oslo,Statens Pensjonsfond Norge,982583462,folketrygdfondet.no,Finans,Ikke testet,,
03,Oslo,0301,Oslo,DFØ - Direktoratet for forvaltning og økonomistyring,983887373,dfo.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Statens innkrevningssentral (SI),961181815,telemarkfylke.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,Norsk nukleær dekommisjonering (NND),918508655,nnd.no,Statlig forvaltning,Ikke testet,,
03,Oslo,0301,Oslo,IFE - Institutt for energiteknikk,959432538,ife.no,Forskning,Ikke testet,,
03,Oslo,0301,Oslo,Havila Kystruten AS,922676985,havila.no,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Hurtigruten AS,914904633,hurtigruten.no,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Fjord Line AS,924851543,fjordline.com,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Color Line AS,974526769,colorline.no,Transport,Ikke testet,,
03,Oslo,0301,Oslo,DFDS Seaways,,dfds.com,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Stena Line,,stenaline.no,Transport,Ikke testet,,
03,Oslo,0301,Oslo,Barnas representant - frivilligsentraler,,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Kirkens Bymisjon,971408488,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Frelsesarmeen i Norge,934310016,frelsesarmeen.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Blå Kors Norge,980032393,blakors.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norske kvinners sanitetsforening (N.K.S.),971024562,sanitetskvinnene.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Lions Club Norge,971375655,lions.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Rotary Norge,988003940,rotary.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norges Bygdekvinnelag,970261714,bygdekvinnelaget.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norges Blindeforbunds Ungdom,,nbu.blindeforbundet.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Folkehjelps solidaritetsungdom,,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Pensjonistforbundet,971311510,pensjonistforbundet.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Seniorsaken,990131768,seniorsaken.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Landsrådet for Norges barne- og ungdomsorganisasjoner (LNU),970162965,lnu.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Redd Barna,973634016,reddbarna.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,UNICEF Norge,971384200,unicef.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,SOS-barnebyer Norge,971375833,sos-barnebyer.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Plan International Norge,982896520,plan-norge.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Leger Uten Grenser,971324708,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Flyktninghjelpen,977038056,nrc.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Folkehjelp,976987656,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Caritas Norge,971314958,caritas.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Kirkens Nødhjelp,970312823,kirkfrensnodhjelp.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norges Miljøvernforbund,974762610,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,WWF Verdens naturfond,952268088,wwf.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Greenpeace Norge,980401068,grefrenpfrce.org/norway,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Amnesty International Norge,970213918,amnesty.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Human Rights Service (HRS),990159524,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Helsingforskomiteén,971465430,nhc.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,NOAS - Norsk organisasjon for asylsøkere,967299952,nfras.org,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Antirasistisk Senter,952298476,antirasistisksenter.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Skeiv Ungdom,882044972,skeivungdom.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,FRI - Foreningen for kjønns- og seksualitetsmangfold,971236752,foreningenfri.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Unge funksjonshemmede,970176918,ungefunksjonshemmede.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norges Handikapforbund (NHF),970186414,nhf.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norges Døveforbund,971406348,doveforbundet.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk forbund for utviklingshemmede (NFU),970301724,nfunorge.org,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Autismeforeningen i Norge,970267526,autismeforeningen.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,ADHD Norge,970413496,adhdnorge.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Dysleksi Norge,960055227,dysleksinorge.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Epilepsiforbund,970206942,epilepsi.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,MS-forbundet,970166874,ms.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Parkinsonforbundet,971398248,parkinson.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Revmatikerforbund,970163252,revmatiker.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Astma- og Allergiforbundet (NAAF),970220578,naaf.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Psoriasis- og eksemforbundet,970196424,psoriasis.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Hjernerådet,913541553,hjerneradet.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk forening for slagrammede (NFS),970163511,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Personskadeforbundet LTN,987131504,telemarkfylke.no,Organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Oslo domkirke,976987664,oslodomkirke.no,Domkirke,Ikke testet,,
46,Vestland,4601,Bergen,Bergen domkirke,976149659,bergendomkirke.no,Domkirke,Ikke testet,,
50,Trøndelag,5001,Trondheim,Nidarosdomen,971527137,nidarosdomen.no,Domkirke,Ikke testet,,
11,Rogaland,1103,Stavanger,Stavanger domkirke,976149667,telemarkfylke.no,Domkirke,Ikke testet,,
34,Innlandet,3403,Hamar,Hamar domkirke,976149675,telemarkfylke.no,Domkirke,Ikke testet,,
31,Østfold,3107,Fredrikstad,Fredrikstad domkirke,976149683,telemarkfylke.no,Domkirke,Ikke testet,,
42,Agder,4207,Kristiansand,Kristiansand domkirke,976149691,telemarkfylke.no,Domkirke,Ikke testet,,
33,Buskerud,3301,Drammen,Drammen domkirke,976149705,telemarkfylke.no,Domkirke,Ikke testet,,
55,Troms,5501,Tromsø,Tromsø domkirke,976149713,telemarkfylke.no,Domkirke,Ikke testet,,
18,Nordland,1804,Bodø,Bodø domkirke,976149721,telemarkfylke.no,Domkirke,Ikke testet,,
15,Møre og Romsdal,1506,Molde,Molde domkirke,976149730,telemarkfylke.no,Domkirke,Ikke testet,,
03,Oslo,0301,Oslo,Oslo bispedømme,976987656,kirken.no/oslo,Bispedømme,Ikke testet,,
31,Østfold,3107,Fredrikstad,Borg bispedømme,976987672,kirken.no/borg,Bispedømme,Ikke testet,,
34,Innlandet,3403,Hamar,Hamar bispedømme,976987680,kirken.no/hamar,Bispedømme,Ikke testet,,
39,Vestfold,3905,Tønsberg,Tunsberg bispedømme,976987699,kirken.no/tunsberg,Bispedømme,Ikke testet,,
42,Agder,4207,Kristiansand,Agder og Telemark bispedømme,976987702,kirken.no/agdertelemark,Bispedømme,Ikke testet,,
11,Rogaland,1103,Stavanger,Stavanger bispedømme,976987710,kirken.no/stavanger,Bispedømme,Ikke testet,,
46,Vestland,4601,Bergen,Bjørgvin bispedømme,976987729,kirken.no/bjorgvin,Bispedømme,Ikke testet,,
15,Møre og Romsdal,1506,Molde,Møre bispedømme,976987737,kirken.no/more,Bispedømme,Ikke testet,,
50,Trøndelag,5001,Trondheim,Nidaros bispedømme,976987745,kirken.no/nidaros,Bispedømme,Ikke testet,,
18,Nordland,1804,Bodø,Sør-Hålogaland bispedømme,976987753,kirken.no/sorhaalogaland,Bispedømme,Ikke testet,,
55,Troms,5501,Tromsø,Nord-Hålogaland bispedømme,976987761,kirken.no/nordhaalogaland,Bispedømme,Ikke testet,,
03,Oslo,0301,Oslo,Kirkerådet,976987648,kirken.no/kirkeradet,Den norske kirke,Ikke testet,,
03,Oslo,0301,Oslo,Bispemøtet,976987648,kirken.no/bispemotet,Den norske kirke,Ikke testet,,
03,Oslo,0301,Oslo,Kirkemøtet,976987648,kirken.no/kirkemotet,Den norske kirke,Ikke testet,,
03,Oslo,0301,Oslo,Den norske kirke - sentralt,976987648,kirken.no,Den norske kirke,Ikke testet,,
03,Oslo,0301,Oslo,KA - Kirkelig arbeidsgiver- og interesseorganisasjon,971282355,ka.no,Den norske kirke,Ikke testet,,
50,Trøndelag,5001,Trondheim,Nidaros domkirkes restaureringsarbeider (NDR),974764180,nfrdr.no,Den norske kirke,Ikke testet,,
03,Oslo,0301,Oslo,IKO - Kirkelig pedagogisk senter,970343393,telemarkfylke.no,Den norske kirke,Ikke testet,,
03,Oslo,0301,Oslo,Presteforeningen,970167572,telemarkfylke.no,Den norske kirke,Ikke testet,,
03,Oslo,0301,Oslo,Diakonforbundet,971416807,telemarkfylke.no,Den norske kirke,Ikke testet,,
03,Oslo,0301,Oslo,Kirkens Nødhjelp,970312823,telemarkfylke.no,Religiøs organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Stefanusalliansen,970265965,telemarkfylke.no,Religiøs organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Sjømannskirken - Norsk kirke i utlandet,970167483,telemarkfylke.no,Religiøs organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Normisjon,970228067,telemarkfylke.no,Religiøs organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Det Norske Misjonsselskap,970228059,telemarkfylke.no,Religiøs organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norsk Luthersk Misjonssamband,970231903,telemarkfylke.no,Religiøs organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Indremisjonsforbundet,970228083,telemarkfylke.no,Religiøs organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,KFUK-KFUM Norge,970168233,telemarkfylke.no,Religiøs organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Norges KFUK-KFUM-speidere,970168225,telemarkfylke.no,Religiøs organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Acta - barn og unge i Normisjon,970228091,telemarkfylke.no,Religiøs organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Laget - Norges Kristelige Student- og Skoleungdomslag,970230866,telemarkfylke.no,Religiøs organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Søndagsskolen Norge,970165268,telemarkfylke.no,Religiøs organisasjon,Ikke testet,,
03,Oslo,0301,Oslo,Oslo katolske bispedømme,976245052,telemarkfylke.no,Katolsk kirke,Ikke testet,,
03,Oslo,0301,Oslo,St. Olav domkirke (katolsk),976245044,telemarkfylke.no,Katolsk kirke,Ikke testet,,
50,Trøndelag,5001,Trondheim,Trondheim stift (katolsk),976245060,telemarkfylke.no,Katolsk kirke,Ikke testet,,
55,Troms,5501,Tromsø,Tromsø stift (katolsk),976245079,telemarkfylke.no,Katolsk kirke,Ikke testet,,
03,Oslo,0301,Oslo,St. Hallvard kirke Oslo,,telemarkfylke.no,Katolsk kirke,Ikke testet,,
46,Vestland,4601,Bergen,St. Paul kirke Bergen,,telemarkfylke.no,Katolsk kirke,Ikke testet,,
11,Rogaland,1103,Stavanger,St. Svithun kirke Stavanger (katolsk),,telemarkfylke.no,Katolsk kirke,Ikke testet,,
03,Oslo,0301,Oslo,Metodistkirken i Norge,970229098,metodistkirken.no,Frikirke,Ikke testet,,
03,Oslo,0301,Oslo,Den Evangelisk Lutherske Frikirke,970168306,telemarkfylke.no,Frikirke,Ikke testet,,
03,Oslo,0301,Oslo,Det Norske Baptistsamfunn,970168314,telemarkfylke.no,Frikirke,Ikke testet,,
03,Oslo,0301,Oslo,Pinsebevegelsen i Norge,970168322,telemarkfylke.no,Frikirke,Ikke testet,,
03,Oslo,0301,Oslo,Filadelfia Oslo,936533869,filadelfia.no,Frikirke,Ikke testet,,
03,Oslo,0301,Oslo,Adventistkirken i Norge,970168349,telemarkfylke.no,Frikirke,Ikke testet,,
03,Oslo,0301,Oslo,Frelsesarmeen i Norge,934310016,frelsesarmeen.no,Frikirke,Ikke testet,,
03,Oslo,0301,Oslo,Det Norske Misjonsforbund,970168357,telemarkfylke.no,Frikirke,Ikke testet,,
03,Oslo,0301,Oslo,Brunstad Christian Church (Smiths venner),951832017,bfrcc.no,Frikirke,Ikke testet,,
03,Oslo,0301,Oslo,Jehovas vitner i Norge,970168365,telemarkfylke.no,Frikirke,Ikke testet,,
03,Oslo,0301,Oslo,Jesu Kristi Kirke av Siste Dagers Hellige,970168373,telemarkfylke.no,Frikirke,Ikke testet,,
03,Oslo,0301,Oslo,Kvekerne i Norge,970168381,telemarkfylke.no,Frikirke,Ikke testet,,
03,Oslo,0301,Oslo,Den ortodokse kirke i Norge,976245087,telemarkfylke.no,Ortodoks kirke,Ikke testet,,
03,Oslo,0301,Oslo,Hellige Trefoldighets menighet Oslo (ortodoks),976245095,telemarkfylke.no,Ortodoks kirke,Ikke testet,,
03,Oslo,0301,Oslo,Den serbisk-ortodokse kirke i Norge,,telemarkfylke.no,Ortodoks kirke,Ikke testet,,
03,Oslo,0301,Oslo,Den russisk-ortodokse kirke i Norge,,telemarkfylke.no,Ortodoks kirke,Ikke testet,,
03,Oslo,0301,Oslo,Antiokisk-ortodoks menighet Oslo,,telemarkfylke.no,Ortodoks kirke,Ikke testet,,
03,Oslo,0301,Oslo,Den koptisk-ortodokse kirke i Norge,,telemarkfylke.no,Ortodoks kirke,Ikke testet,,
03,Oslo,0301,Oslo,Den etiopisk-ortodokse kirke i Norge,,telemarkfylke.no,Ortodoks kirke,Ikke testet,,
03,Oslo,0301,Oslo,Islamsk Råd Norge,971475750,telemarkfylke.no,Islam,Ikke testet,,
03,Oslo,0301,Oslo,Islamic Cultural Centre Norway,975683710,telemarkfylke.no,Islam,Ikke testet,,
03,Oslo,0301,Oslo,Det Islamske Forbundet,970168438,telemarkfylke.no,Islam,Ikke testet,,
03,Oslo,0301,Oslo,Central Jamaat-e Ahl-e Sunnat Norge,976698371,telemarkfylke.no,Islam,Ikke testet,,
03,Oslo,0301,Oslo,World Islamic Mission Norge,970168446,telemarkfylke.no,Islam,Ikke testet,,
03,Oslo,0301,Oslo,Minhaj-ul-Quran International Norge,976755810,telemarkfylke.no,Islam,Ikke testet,,
03,Oslo,0301,Oslo,Det Islamske Fellesskap Bosnia-Hercegovina i Norge,,telemarkfylke.no,Islam,Ikke testet,,
